product_id,product_name,category,price,stock_quantity,brand,rating,date_added,merchant_id,tags,details,content
P449,Food Tell,Electronics,230.02,14,"Maldonado, Miller and Smith",3.6,2024-04-10,M154,"['take', 'understand', 'floor']","{'battery_life': '10 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}","Food Tell Electronics take understand floor Maldonado, Miller and Smith 10 hours 3 hours Wi-Fi Active IPX7"
P450,Bar Article,Wearables,291.83,493,"Kelly, Thompson and Reese",3.3,2024-06-22,M105,"['mention', 'sure', 'consumer']","{'display_type': 'LCD', 'battery_life': '43 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}","Bar Article Wearables mention sure consumer Kelly, Thompson and Reese LCD 43 hours Wi-Fi ['GPS'] IP68 iOS"
P451,Happen Dark,Wearables,156.25,345,Carpenter Inc,5.0,2024-08-24,M175,"['care', 'whose', 'ten']","{'display_type': 'LCD', 'battery_life': '42 hours', 'connectivity': 'Wi-Fi', 'sensors': ['Accelerometer'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Happen Dark Wearables care whose ten Carpenter Inc LCD 42 hours Wi-Fi ['Accelerometer'] IP67 iOS
P452,Wonder Whether,Electronics,260.71,309,"Thomas, Bailey and Collins",3.6,2024-09-03,M167,"['unit', 'consumer', 'fly']","{'battery_life': '10 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX5'}","Wonder Whether Electronics unit consumer fly Thomas, Bailey and Collins 10 hours 3 hours Wi-Fi Active IPX5"
P453,Gas Century,Books,25.87,111,"Wright, Clark and Anderson",3.0,2024-05-30,M156,"['condition', 'ball', 'identify']","{'title': 'Reveal career.', 'author': 'Julie Ryan', 'release_year': 2010, 'published_year': 2009, 'number_of_pages': 717, 'ISBN': '978-0-639-91653-8', 'language': 'French', 'genre': 'Adventure'}","Gas Century Books condition ball identify Wright, Clark and Anderson Reveal career. Julie Ryan 2010 2009 717 978-0-639-91653-8 French Adventure"
P454,Down Choice,Wearables,107.46,350,Washington-Decker,3.8,2024-07-15,M121,"['without', 'today', 'summer']","{'display_type': 'LCD', 'battery_life': '42 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['Gyroscope'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Down Choice Wearables without today summer Washington-Decker LCD 42 hours Bluetooth 5.2 ['Gyroscope'] IP67 iOS
P455,Money Pull,Electronics,107.47,356,"Wilson, Brooks and Guzman",4.4,2024-02-06,M150,"['inside', 'loss', 'life']","{'battery_life': '7 hours', 'charging_time': '1 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}","Money Pull Electronics inside loss life Wilson, Brooks and Guzman 7 hours 1 hours Wi-Fi Passive IPX4"
P456,Without Team,Electronics,120.66,331,Dawson Ltd,3.9,2024-10-29,M105,"['many', 'catch', 'everybody']","{'battery_life': '5 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}",Without Team Electronics many catch everybody Dawson Ltd 5 hours 2 hours Wi-Fi Passive IPX4
P457,Gun Use,Beverages,234.35,163,Shaw-Barnett,4.4,2024-08-07,M185,"['myself', 'see', 'federal']","{'flavor': 'Chamomile', 'ingredients': ['Tea leaves'], 'weight': '120g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '23 months'}",Gun Use Beverages myself see federal Shaw-Barnett Chamomile ['Tea leaves'] 120g Japan Bag 23 months
P458,My Situation,Books,170.41,43,Byrd-Stewart,3.9,2024-10-15,M133,"['fine', 'case', 'road']","{'title': 'Myself.', 'author': 'Lucas Miller', 'release_year': 2002, 'published_year': 2000, 'number_of_pages': 306, 'ISBN': '978-1-4498-9416-0', 'language': 'English', 'genre': 'Adventure'}",My Situation Books fine case road Byrd-Stewart Myself. Lucas Miller 2002 2000 306 978-1-4498-9416-0 English Adventure
P459,Southern Such,Books,281.39,95,Butler PLC,3.0,2024-08-18,M141,"['he', 'sell', 'range']","{'title': 'Test physical learn.', 'author': 'Paul Wallace', 'release_year': 2019, 'published_year': 2019, 'number_of_pages': 734, 'ISBN': '978-0-279-75069-1', 'language': 'English', 'genre': 'Non-Fiction'}",Southern Such Books he sell range Butler PLC Test physical learn. Paul Wallace 2019 2019 734 978-0-279-75069-1 English Non-Fiction
P460,Free Eight,Electronics,11.31,140,"Bauer, Hernandez and Osborne",4.3,2024-04-13,M184,"['little', 'industry', 'car']","{'battery_life': '5 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}","Free Eight Electronics little industry car Bauer, Hernandez and Osborne 5 hours 2 hours Wi-Fi Passive IPX7"
P461,At Create,Sports & Outdoors,168.43,325,Sloan-Gonzalez,4.2,2024-08-14,M189,"['current', 'especially', 'hour']","{'material': 'Polyester', 'dimensions': '62x26 inches', 'thickness': '10mm', 'weight': '1.3 lbs', 'color': 'Blue', 'waterproof': True}",At Create Sports & Outdoors current especially hour Sloan-Gonzalez Polyester 62x26 inches 10mm 1.3 lbs Blue True
P462,Work Tonight,Electronics,99.16,269,"Austin, Kelly and Hall",3.4,2024-04-10,M149,"['them', 'anything', 'start']","{'battery_life': '19 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}","Work Tonight Electronics them anything start Austin, Kelly and Hall 19 hours 2 hours Wi-Fi Passive IPX4"
P463,Forget Ability,Books,255.23,455,"Shannon, Flores and Cox",3.5,2024-05-28,M131,"['next', 'special', 'condition']","{'title': 'Field decide.', 'author': 'Marc Caldwell', 'release_year': 2024, 'published_year': 2004, 'number_of_pages': 586, 'ISBN': '978-1-284-78131-1', 'language': 'German', 'genre': 'Non-Fiction'}","Forget Ability Books next special condition Shannon, Flores and Cox Field decide. Marc Caldwell 2024 2004 586 978-1-284-78131-1 German Non-Fiction"
P464,Bag Leader,Books,164.57,156,Cruz-Harrison,4.3,2024-05-13,M145,"['population', 'even', 'entire']","{'title': 'Until save professional.', 'author': 'Krystal Gaines', 'release_year': 2008, 'published_year': 2024, 'number_of_pages': 720, 'ISBN': '978-0-13-267173-6', 'language': 'German', 'genre': 'Non-Fiction'}",Bag Leader Books population even entire Cruz-Harrison Until save professional. Krystal Gaines 2008 2024 720 978-0-13-267173-6 German Non-Fiction
P465,Clear Carry,Wearables,82.03,226,Johnson Inc,3.1,2024-10-06,M182,"['special', 'activity', 'hear']","{'display_type': 'LCD', 'battery_life': '41 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Heart rate'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Clear Carry Wearables special activity hear Johnson Inc LCD 41 hours Bluetooth 5.1 ['Heart rate'] IP67 iOS
P466,Least Nation,Wearables,244.04,59,"Mckee, Nelson and Hill",3.0,2024-07-01,M198,"['say', 'carry', 'do']","{'display_type': 'AMOLED', 'battery_life': '17 hours', 'connectivity': 'Wi-Fi', 'sensors': ['Accelerometer'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}","Least Nation Wearables say carry do Mckee, Nelson and Hill AMOLED 17 hours Wi-Fi ['Accelerometer'] IP67 iOS"
P467,Such Fish,Sports & Outdoors,254.39,439,"Berger, Wright and Hensley",3.4,2024-02-10,M171,"['these', 'hot', 'six']","{'material': 'Foam', 'dimensions': '77x24 inches', 'thickness': '4mm', 'weight': '1.5 lbs', 'color': 'Green', 'waterproof': True}","Such Fish Sports & Outdoors these hot six Berger, Wright and Hensley Foam 77x24 inches 4mm 1.5 lbs Green True"
P468,Hold Source,Sports & Outdoors,203.11,53,Peterson Group,4.9,2024-06-22,M148,"['similar', 'end', 'general']","{'material': 'Foam', 'dimensions': '73x27 inches', 'thickness': '10mm', 'weight': '2.4 lbs', 'color': 'Blue', 'waterproof': False}",Hold Source Sports & Outdoors similar end general Peterson Group Foam 73x27 inches 10mm 2.4 lbs Blue False
P469,Much Until,Sports & Outdoors,178.36,157,Coleman-Olsen,3.1,2024-03-22,M188,"['born', 'store', 'draw']","{'material': 'Polyester', 'dimensions': '77x21 inches', 'thickness': '7mm', 'weight': '1.5 lbs', 'color': 'Blue', 'waterproof': True}",Much Until Sports & Outdoors born store draw Coleman-Olsen Polyester 77x21 inches 7mm 1.5 lbs Blue True
P470,Middle Mouth,Beverages,38.73,236,Gutierrez LLC,4.5,2024-03-11,M194,"['case', 'deal', 'paper']","{'flavor': 'Chamomile', 'ingredients': ['Ginger'], 'weight': '232g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '18 months'}",Middle Mouth Beverages case deal paper Gutierrez LLC Chamomile ['Ginger'] 232g China Box 18 months
P471,Hundred Glass,Electronics,276.12,322,Cooper-Pratt,4.0,2024-10-08,M108,"['believe', 'cost', 'shake']","{'battery_life': '18 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}",Hundred Glass Electronics believe cost shake Cooper-Pratt 18 hours 3 hours Wi-Fi Passive IPX7
P472,Bank Turn,Books,157.37,416,Lee-Brown,3.0,2024-05-11,M142,"['unit', 'education', 'right']","{'title': 'Such series.', 'author': 'Tara Lee', 'release_year': 2004, 'published_year': 2008, 'number_of_pages': 443, 'ISBN': '978-0-86382-016-8', 'language': 'German', 'genre': 'Science'}",Bank Turn Books unit education right Lee-Brown Such series. Tara Lee 2004 2008 443 978-0-86382-016-8 German Science
P473,Quality Nearly,Books,68.56,220,Hinton-Perez,4.5,2024-04-28,M104,"['speak', 'sit', 'explain']","{'title': 'Half after.', 'author': 'Amanda Yates', 'release_year': 2015, 'published_year': 2004, 'number_of_pages': 381, 'ISBN': '978-1-74182-605-0', 'language': 'Spanish', 'genre': 'Fiction'}",Quality Nearly Books speak sit explain Hinton-Perez Half after. Amanda Yates 2015 2004 381 978-1-74182-605-0 Spanish Fiction
P474,Too Member,Beverages,142.55,15,Robinson-Daniels,4.3,2024-11-07,M131,"['professional', 'by', 'age']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '203g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '15 months'}",Too Member Beverages professional by age Robinson-Daniels Chamomile ['Mint'] 203g China Box 15 months
P475,Hot Down,Beverages,118.94,28,"Fernandez, Huff and Smith",4.2,2024-04-07,M159,"['any', 'meet', 'court']","{'flavor': 'Green Tea', 'ingredients': ['Ginger'], 'weight': '264g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '18 months'}","Hot Down Beverages any meet court Fernandez, Huff and Smith Green Tea ['Ginger'] 264g Japan Box 18 months"
P476,Central Record,Sports & Outdoors,94.37,315,Hale Group,4.2,2024-04-10,M127,"['score', 'determine', 'almost']","{'material': 'Polyester', 'dimensions': '70x28 inches', 'thickness': '10mm', 'weight': '1.5 lbs', 'color': 'Green', 'waterproof': False}",Central Record Sports & Outdoors score determine almost Hale Group Polyester 70x28 inches 10mm 1.5 lbs Green False
P477,Usually Item,Wearables,129.18,26,Jones-Moore,4.2,2024-02-20,M170,"['movement', 'officer', 'executive']","{'display_type': 'AMOLED', 'battery_life': '36 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Heart rate'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}",Usually Item Wearables movement officer executive Jones-Moore AMOLED 36 hours Bluetooth 5.1 ['Heart rate'] IP68 iOS
P478,Its Rest,Books,253.13,113,Jones Inc,3.1,2024-08-20,M145,"['week', 'race', 'trip']","{'title': 'Painting somebody thought.', 'author': 'George Taylor MD', 'release_year': 2011, 'published_year': 2018, 'number_of_pages': 192, 'ISBN': '978-1-05-756156-0', 'language': 'English', 'genre': 'Adventure'}",Its Rest Books week race trip Jones Inc Painting somebody thought. George Taylor MD 2011 2018 192 978-1-05-756156-0 English Adventure
P479,Sea First,Electronics,29.49,58,Taylor Inc,4.5,2024-08-23,M101,"['above', 'establish', 'wait']","{'battery_life': '5 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}",Sea First Electronics above establish wait Taylor Inc 5 hours 3 hours Bluetooth 5.0 Passive IPX7
P480,Management Few,Beverages,20.93,240,Cruz Inc,4.4,2024-03-17,M199,"['him', 'put', 'Mr']","{'flavor': 'Green Tea', 'ingredients': ['Ginger'], 'weight': '140g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '19 months'}",Management Few Beverages him put Mr Cruz Inc Green Tea ['Ginger'] 140g China Box 19 months
P481,Growth Possible,Electronics,263.12,409,Mcdowell Ltd,3.1,2024-04-29,M141,"['tend', 'nearly', 'walk']","{'battery_life': '8 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}",Growth Possible Electronics tend nearly walk Mcdowell Ltd 8 hours 3 hours Wi-Fi Active IPX7
P482,Might Institution,Electronics,241.47,184,Brooks-Martinez,4.8,2024-07-28,M180,"['walk', 'cause', 'or']","{'battery_life': '6 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}",Might Institution Electronics walk cause or Brooks-Martinez 6 hours 1 hours Bluetooth 4.2 Active IPX7
P483,Number Visit,Wearables,275.3,92,Garcia Group,3.8,2024-07-16,M100,"['hospital', 'full', 'to']","{'display_type': 'LCD', 'battery_life': '46 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Number Visit Wearables hospital full to Garcia Group LCD 46 hours Wi-Fi ['GPS'] IP67 iOS
P484,Course Listen,Beverages,246.77,76,"Martinez, Martinez and Elliott",3.8,2024-04-10,M149,"['size', 'wall', 'worker']","{'flavor': 'Earl Grey', 'ingredients': ['Mint'], 'weight': '497g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '15 months'}","Course Listen Beverages size wall worker Martinez, Martinez and Elliott Earl Grey ['Mint'] 497g China Box 15 months"
P485,Require Sure,Beverages,149.29,237,Jones-Brock,4.6,2024-09-23,M144,"['buy', 'whom', 'watch']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '185g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '23 months'}",Require Sure Beverages buy whom watch Jones-Brock Chamomile ['Mint'] 185g China Bag 23 months
P486,Administration World,Books,36.78,242,"Garcia, Zuniga and Hampton",5.0,2024-07-21,M189,"['do', 'our', 'name']","{'title': 'Claim research.', 'author': 'Debbie Bright', 'release_year': 2010, 'published_year': 2024, 'number_of_pages': 328, 'ISBN': '978-0-02-185754-8', 'language': 'Spanish', 'genre': 'Fiction'}","Administration World Books do our name Garcia, Zuniga and Hampton Claim research. Debbie Bright 2010 2024 328 978-0-02-185754-8 Spanish Fiction"
P487,Mouth Threat,Wearables,180.88,345,"Mendoza, Rodriguez and Cantu",3.3,2024-05-19,M179,"['check', 'challenge', 'whose']","{'display_type': 'LCD', 'battery_life': '23 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'Android'}","Mouth Threat Wearables check challenge whose Mendoza, Rodriguez and Cantu LCD 23 hours Bluetooth 5.1 ['GPS'] IP67 Android"
P488,Attention Time,Electronics,111.02,408,"Williams, Cook and Allen",4.5,2024-03-03,M138,"['hear', 'knowledge', 'attack']","{'battery_life': '18 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Active', 'water_resistance': 'IPX5'}","Attention Time Electronics hear knowledge attack Williams, Cook and Allen 18 hours 3 hours Bluetooth 4.2 Active IPX5"
P489,Collection End,Wearables,196.13,425,Parker-Reynolds,4.5,2024-04-05,M129,"['building', 'son', 'evidence']","{'display_type': 'AMOLED', 'battery_life': '16 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}",Collection End Wearables building son evidence Parker-Reynolds AMOLED 16 hours Bluetooth 5.2 ['GPS'] IP68 iOS
P490,Per Partner,Sports & Outdoors,40.71,254,Brock-Roach,4.6,2024-07-01,M124,"['region', 'fly', 'rate']","{'material': 'Foam', 'dimensions': '79x22 inches', 'thickness': '6mm', 'weight': '2.5 lbs', 'color': 'Black', 'waterproof': False}",Per Partner Sports & Outdoors region fly rate Brock-Roach Foam 79x22 inches 6mm 2.5 lbs Black False
P491,Machine Three,Electronics,259.77,224,Sloan Ltd,3.2,2024-07-09,M111,"['ability', 'improve', 'suggest']","{'battery_life': '18 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}",Machine Three Electronics ability improve suggest Sloan Ltd 18 hours 3 hours Wi-Fi Passive IPX4
P492,Trial Figure,Books,68.27,382,Hill-Martinez,3.5,2024-05-03,M180,"['war', 'letter', 'them']","{'title': 'Would life heavy.', 'author': 'Rhonda Carrillo', 'release_year': 2005, 'published_year': 2022, 'number_of_pages': 550, 'ISBN': '978-0-17-810862-3', 'language': 'French', 'genre': 'Science'}",Trial Figure Books war letter them Hill-Martinez Would life heavy. Rhonda Carrillo 2005 2022 550 978-0-17-810862-3 French Science
P493,New At,Wearables,124.3,56,Robertson Inc,5.0,2024-07-16,M159,"['have', 'glass', 'structure']","{'display_type': 'LCD', 'battery_life': '45 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",New At Wearables have glass structure Robertson Inc LCD 45 hours Bluetooth 5.2 ['GPS'] IP67 iOS
P494,Before Thousand,Electronics,89.85,150,Hughes-Downs,3.9,2024-11-02,M108,"['stay', 'serious', 'see']","{'battery_life': '7 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Before Thousand Electronics stay serious see Hughes-Downs 7 hours 3 hours Bluetooth 5.0 Passive IPX5
P495,Send Information,Sports & Outdoors,91.03,345,"Woods, Kane and Lee",4.6,2024-01-17,M154,"['season', 'staff', 'design']","{'material': 'Foam', 'dimensions': '79x25 inches', 'thickness': '6mm', 'weight': '1.3 lbs', 'color': 'Blue', 'waterproof': True}","Send Information Sports & Outdoors season staff design Woods, Kane and Lee Foam 79x25 inches 6mm 1.3 lbs Blue True"
P496,History Wish,Books,253.07,487,Wood-Caldwell,3.7,2024-07-07,M136,"['want', 'yes', 'movie']","{'title': 'Person artist force.', 'author': 'Patrick Jones', 'release_year': 2006, 'published_year': 2008, 'number_of_pages': 778, 'ISBN': '978-1-159-51188-3', 'language': 'German', 'genre': 'Mystery'}",History Wish Books want yes movie Wood-Caldwell Person artist force. Patrick Jones 2006 2008 778 978-1-159-51188-3 German Mystery
P497,Cell With,Books,197.41,401,Campos-Elliott,4.1,2024-08-29,M161,"['may', 'there', 'protect']","{'title': 'Baby organization coach.', 'author': 'Steven Perry', 'release_year': 2000, 'published_year': 2022, 'number_of_pages': 577, 'ISBN': '978-1-4795-6043-1', 'language': 'Spanish', 'genre': 'Adventure'}",Cell With Books may there protect Campos-Elliott Baby organization coach. Steven Perry 2000 2022 577 978-1-4795-6043-1 Spanish Adventure
P498,Tree Newspaper,Electronics,169.12,174,"Bates, Porter and Lyons",4.4,2024-02-14,M157,"['leader', 'and', 'scene']","{'battery_life': '20 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}","Tree Newspaper Electronics leader and scene Bates, Porter and Lyons 20 hours 1 hours Bluetooth 5.0 Passive IPX7"
P499,Believe Usually,Electronics,238.7,455,"Martin, Hayes and Guzman",3.9,2024-06-06,M196,"['wrong', 'anything', 'strategy']","{'battery_life': '19 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}","Believe Usually Electronics wrong anything strategy Martin, Hayes and Guzman 19 hours 3 hours Wi-Fi Passive IPX5"
P500,Include Stuff,Beverages,238.09,203,"Wilson, Ortiz and Phillips",4.8,2024-01-28,M146,"['on', 'suddenly', 'speak']","{'flavor': 'Earl Grey', 'ingredients': ['Mint'], 'weight': '338g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '18 months'}","Include Stuff Beverages on suddenly speak Wilson, Ortiz and Phillips Earl Grey ['Mint'] 338g Japan Box 18 months"
P501,Line Finally,Books,7.68,118,Wilson Inc,3.8,2024-06-05,M148,"['him', 'wife', 'ok']","{'title': 'Mention crime wide.', 'author': 'Mr. Kevin Nicholson', 'release_year': 2011, 'published_year': 2019, 'number_of_pages': 468, 'ISBN': '978-0-7800-7860-4', 'language': 'English', 'genre': 'Adventure'}",Line Finally Books him wife ok Wilson Inc Mention crime wide. Mr. Kevin Nicholson 2011 2019 468 978-0-7800-7860-4 English Adventure
P502,Worry Forget,Books,41.19,316,Mcbride-Brandt,4.3,2024-03-22,M184,"['type', 'end', 'wish']","{'title': 'Stuff pick.', 'author': 'Lauren Burns', 'release_year': 2011, 'published_year': 2006, 'number_of_pages': 590, 'ISBN': '978-0-632-77023-6', 'language': 'Spanish', 'genre': 'Fiction'}",Worry Forget Books type end wish Mcbride-Brandt Stuff pick. Lauren Burns 2011 2006 590 978-0-632-77023-6 Spanish Fiction
P503,Manager Election,Books,76.22,493,Anderson PLC,4.3,2024-10-28,M178,"['weight', 'employee', 'other']","{'title': 'Benefit think.', 'author': 'Sharon Evans', 'release_year': 2018, 'published_year': 2018, 'number_of_pages': 768, 'ISBN': '978-0-00-233451-8', 'language': 'Spanish', 'genre': 'Fiction'}",Manager Election Books weight employee other Anderson PLC Benefit think. Sharon Evans 2018 2018 768 978-0-00-233451-8 Spanish Fiction
P504,True Guess,Sports & Outdoors,265.53,358,"Roberts, Perkins and Bridges",4.6,2024-05-16,M108,"['speech', 'include', 'money']","{'material': 'Foam', 'dimensions': '61x29 inches', 'thickness': '6mm', 'weight': '1.6 lbs', 'color': 'Black', 'waterproof': False}","True Guess Sports & Outdoors speech include money Roberts, Perkins and Bridges Foam 61x29 inches 6mm 1.6 lbs Black False"
P505,Heavy Each,Beverages,274.94,382,Gilbert and Sons,4.5,2024-03-29,M180,"['bed', 'address', 'citizen']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '367g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '16 months'}",Heavy Each Beverages bed address citizen Gilbert and Sons Green Tea ['Tea leaves'] 367g Japan Bag 16 months
P506,Table Environmental,Electronics,13.33,287,"Lopez, Gibson and Nelson",4.6,2024-07-12,M155,"['work', 'close', 'explain']","{'battery_life': '17 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}","Table Environmental Electronics work close explain Lopez, Gibson and Nelson 17 hours 3 hours Bluetooth 5.0 Passive IPX5"
P507,Particular Focus,Electronics,213.49,204,"Smith, Cline and Howard",4.7,2024-06-03,M170,"['close', 'those', 'increase']","{'battery_life': '11 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}","Particular Focus Electronics close those increase Smith, Cline and Howard 11 hours 3 hours Bluetooth 5.0 Passive IPX7"
P508,Policy Physical,Books,198.0,36,Wang-Jimenez,4.3,2024-01-15,M159,"['buy', 'top', 'new']","{'title': 'Inside produce.', 'author': 'Luis Robinson', 'release_year': 2015, 'published_year': 2023, 'number_of_pages': 100, 'ISBN': '978-0-85777-748-5', 'language': 'French', 'genre': 'Fiction'}",Policy Physical Books buy top new Wang-Jimenez Inside produce. Luis Robinson 2015 2023 100 978-0-85777-748-5 French Fiction
P509,Also Tough,Wearables,79.21,386,Chavez and Sons,3.2,2024-03-11,M104,"['usually', 'decade', 'kid']","{'display_type': 'AMOLED', 'battery_life': '35 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}",Also Tough Wearables usually decade kid Chavez and Sons AMOLED 35 hours Bluetooth 5.2 ['GPS'] IP68 iOS
P510,Against Provide,Beverages,180.91,252,White Ltd,5.0,2024-10-06,M154,"['industry', 'prepare', 'write']","{'flavor': 'Earl Grey', 'ingredients': ['Mint'], 'weight': '130g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '21 months'}",Against Provide Beverages industry prepare write White Ltd Earl Grey ['Mint'] 130g Japan Bag 21 months
P511,Million Second,Books,245.58,420,"Palmer, Lopez and Wright",4.4,2024-02-08,M136,"['guy', 'ability', 'into']","{'title': 'Benefit edge write.', 'author': 'Erin Martin', 'release_year': 2001, 'published_year': 2002, 'number_of_pages': 506, 'ISBN': '978-0-325-49284-1', 'language': 'Spanish', 'genre': 'Fiction'}","Million Second Books guy ability into Palmer, Lopez and Wright Benefit edge write. Erin Martin 2001 2002 506 978-0-325-49284-1 Spanish Fiction"
P512,Girl Return,Beverages,126.78,455,Garza PLC,4.7,2024-05-09,M156,"['model', 'wife', 'Congress']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '333g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '16 months'}",Girl Return Beverages model wife Congress Garza PLC Chamomile ['Mint'] 333g Japan Bag 16 months
P513,Weight Like,Beverages,23.55,475,Mccarthy PLC,3.2,2024-08-25,M184,"['water', 'claim', 'green']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '349g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '15 months'}",Weight Like Beverages water claim green Mccarthy PLC Earl Grey ['Tea leaves'] 349g India Bag 15 months
P514,Defense Doctor,Electronics,115.24,162,"Barrett, Webb and Peterson",3.1,2024-02-08,M132,"['ok', 'remember', 'national']","{'battery_life': '10 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}","Defense Doctor Electronics ok remember national Barrett, Webb and Peterson 10 hours 1 hours Bluetooth 4.2 Passive IPX4"
P515,Difference Financial,Wearables,193.87,486,"Smith, Fletcher and Adams",3.2,2024-02-17,M110,"['worry', 'pull', 'anyone']","{'display_type': 'LCD', 'battery_life': '29 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Heart rate'], 'water_resistance': 'IP68', 'compatibility': 'Android'}","Difference Financial Wearables worry pull anyone Smith, Fletcher and Adams LCD 29 hours Bluetooth 5.1 ['Heart rate'] IP68 Android"
P516,He Million,Books,165.83,173,"Anderson, Roberts and Landry",3.2,2024-08-21,M179,"['fact', 'risk', 'seek']","{'title': 'Lawyer see choose.', 'author': 'Brett Smith', 'release_year': 2018, 'published_year': 2006, 'number_of_pages': 587, 'ISBN': '978-0-508-35191-0', 'language': 'German', 'genre': 'Non-Fiction'}","He Million Books fact risk seek Anderson, Roberts and Landry Lawyer see choose. Brett Smith 2018 2006 587 978-0-508-35191-0 German Non-Fiction"
P517,Fill Bad,Books,166.99,104,Craig Inc,4.7,2024-03-27,M129,"['television', 'deal', 'station']","{'title': 'Especially star your.', 'author': 'Jason Robbins', 'release_year': 2008, 'published_year': 2003, 'number_of_pages': 578, 'ISBN': '978-1-67228-058-7', 'language': 'English', 'genre': 'Fiction'}",Fill Bad Books television deal station Craig Inc Especially star your. Jason Robbins 2008 2003 578 978-1-67228-058-7 English Fiction
